DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
3/25/07 22:15	St. Johnsbury	VT	Oval	1-2 seconds	A greenish fireball shot across the sky.	4/27/07	44.418510437,-72.0157012939	
3/24/07 08:00	St. Johnsbury	VT		Continuing	France de-classifies UFO information & Sightings Reports	4/27/07	44.418510437,-72.0157012939	
3/13/07 00:00	Rutland	VT	Unknown	4-5 minutes	2 red lights and 1 white in a triangular pattern on an airborne craft that was neither plane nor helicopter	4/27/07	43.605091095,-72.9782791138	
2/28/07 13:30	Island Pond	VT	Disk	10-15 minutes	watching and studying a failing engine on a ufo	3/8/07	44.8161010742,-71.8678512573	
2/16/07 20:00	Walden	VT	Triangle	4 Minutes	triangular craft ,with lights on each tip and darkness in the center, passes over rural Vermont	2/24/07	44.4840202332,-72.305229187	
2/2/07 02:30	Jamaica	VT	Fireball	1:30 sec	Orange Orb Jamaica,Vermont.	4/27/07	43.0993995667,-72.7800979614	
1/16/07 06:00	Colchester	VT	Light	3 min.	I saw an extremely bright  light traveling in a perfectly straight line from West to East.	2/24/07	44.5356216431,-73.2060012817	
1/3/07 00:00	Fairlee	VT	Unknown	ten min	one of the weirdes nights of my life	2/1/07	43.9082984924,-72.1412734985	
12/31/06 15:00	Warren	VT	Other	30 sec	It looked like a big mirror about 1000 ft above the ski area.  saw it for 30 sec then it went behind the mountain.	2/1/07	44.1168518066,-72.8570098877	
8/21/06 20:00	Mancheater Center	VT	Other	6-8 hours	I've been watching this craft all summer long. Even my husband has seen it.It's larger than a star and has more colors.  ((SIRIUS?? ))	10/30/06	43.1684989929,-73.0488204956	
7/29/06 20:20	Manchester	VT	Light	30 minutes	ultra slow moving (~25 mph) light at ~250,000 ft altitude; 30 minutes	12/7/06	43.1629905701,-73.0720825195	
5/21/06 00:30	Molly Stark St. Park (Marlboro)	VT	Unknown	20 min	Unidentified light phenomenon	7/16/06	42.851398468,-72.8090133667	
5/5/06 16:48	N. Montpelier	VT	Light		White objects in the sky seen after the pictures were developed (Digital camera)	5/15/06	44.3054084778,-72.4464035034	
4/28/06 22:00	Jericho	VT	Rectangle	Half an hour or so but it	Rectangular object with rounded edges with gray outline around it and three lights which turned on and off from right to left in VT.	5/15/06	43.7008399963,-72.3766403198	
2/18/06 21:30	Colchester	VT	Light	5 sec	Blue light falling from the sky	3/11/06	44.5356216431,-73.2060012817	
2/1/06 13:15	Hogback Mountain	VT	Egg	Unknown	Photo at scenic area displays object in sky, upon digital scanning and zooming object is visible.	8/12/08	44.2550582886,-73.088180542	
1/26/06 21:00	Corinth/Bradford	VT	Light	5 min	bright white lights appearing in sequence in a diagnol line in the eastern sky.....very bright not many stars that night	2/14/06	44.0102119446,-72.4002609253	
1/3/06 12:12	unknown	VT	Sphere	21 miites	there were twelve spectrum organized spherical shapes that distorted my perception of distance	2/14/06	44.0752105713,-72.6627502441	
1/1/06 21:30	Brattleboro	VT	Other	unknown	this was not a plane,hellicopter,star or the moon	2/14/06	42.8527412415,-72.5582885742	
12/26/05 18:45	Charlotte	VT	Unknown	1 min	Stationary large bright yellowish light with orange flickering lights. Lights in a triangle pattern.	2/14/06	44.3104782104,-73.2541275024	
10/3/05 22:30	Burlington	VT	Disk	15 minutes	2 low flying brightly lit and quiet objects in sequence, taking the same flight patter.	10/20/05	44.4759216309,-73.2132263184	
9/1/05 23:00	Shaftsbury	VT	Sphere	1 hour	Randomly flashing lights of red; blue; green; yellow ,small sphere quickly; randomly darting back and forth .	9/15/05	43.0226097107,-73.188911438	
8/18/05 19:45	Winooski	VT	Changing	2 min	Delta or Vee shaped, silent, travelling west to east from Lake Champlain towards New Hampshire	10/11/05	44.4914093018,-73.1876296997	
7/19/05 22:30	Northfield	VT	Sphere	5 seconds	bright white,silvery ball of light, soft ball sized in backyard	9/2/05	44.1497917175,-72.6558380127	
7/11/05 21:00	Island Pond-Seymour Lake	VT	Unknown	6 seconds	A ray of light sprang to the sky out of the dark woods that was lazer-like.	2/14/06	44.8161010742,-71.8678512573	
6/23/05 02:00	Hartland	VT	Sphere	1 hour	((NUFORC Note:  Probable twinkling star.  PD))  Red white sphere.	7/5/05	43.5409393311,-72.3980712891	
6/11/05 23:22	Northeast Kingdom	VT	Flash	12 - 15 mins	Saturday, 6/11/05- 23:22  Blue bubble-like spheres falling from the sky. On Sat . 6/11/05 I woke up at about 11:10 p.m.  I had gone	7/5/05	44.0752105713,-72.6627502441	
4/11/05 21:54	Island Pond	VT	Cylinder	1 minute	300ft cylinder moving east to west.  White lights in front, blinking red lights on tail.	5/11/05	44.8161010742,-71.8678512573	
3/31/05 20:00	Windsor Co. (Interstate 91)	VT	Circle	10 minutes	Round glowing red object with smaller lights around it.	4/16/05	43.5794715881,-72.5858383179	
3/30/05 07:30	Bellows Falls	VT	Light	5 seconds	A star-like object appears close to the sun	4/16/05	43.1291694641,-72.4457168579	
3/27/05 20:26	Milton	VT	Unknown	1.5 seconds	Two bright white flashes seen in the S/SE at around 35-40 degrees above horizon from Milton, VT.	5/11/05	44.6385307312,-73.1134872437	
3/9/05 19:58	Thetford	VT	Flash	10 minutes	There were 3-4 round amber looking shaped in the sky lighting up as if they were trying to connect with one another	5/11/05	43.8321800232,-72.2475891113	
3/6/05 22:42	Granby	VT	Egg	two hours	strange humming orb  ((NUFORC Note:  Possibly not a serious report.  PD))	4/16/05	44.5708007812,-71.7572402954	
1/20/05 19:38	Thetford	VT	Other	4 minutes	A cluster of yellow-orange lights that formed an arched line in the sky appeared and disappeared instantly.	1/27/05	43.8321800232,-72.2475891113	
1/16/05 15:00	West Dover	VT	Triangle	unsure	Very bright triangular object high in sky.	2/14/06	42.9371604919,-72.8497085571	
11/15/04 20:35	Hinesburg	VT	Light	1 minute	Hovering formation of lights, dimming and brightening just above treeline	12/3/04	44.3298912048,-73.1104202271	
10/27/04 09:45	Burlington	VT	Changing	5 seconds, 3 times	three sightings, one time very close, second time boomerang shape very high up, third time triangle shape two witnesses, burlington vt	11/2/04	44.4759216309,-73.2132263184	
10/7/04 18:45	Swanton	VT	Unknown	5 mins	Teardrop contrail seen in west southwest sky in Vermont  ((NUFORC Note:  We suspect the object was a contrail.  PD))	10/27/04	44.9174118042,-73.124206543	
9/16/04 07:50	Wallingford	VT	Sphere	3 minutes	round anomolies.	9/29/04	43.4725914001,-72.9770965576	
8/31/04 21:00	Montpelier (near)	VT	Other	15 min	Appeared low in the WSW as a fuzzy "star" about as bright as Jupiter or Venus. ((NUFORC Note:  Missile launch.  PD))	9/1/04	44.2602882385,-72.5762634277	
6/10/04 14:30	South Royalton	VT	Other	Constant	Black object in the sky, in different locations over an hour or so period. I have  original photographs if they need to be documented.	6/18/04	43.8202705383,-72.5216903687	
3/1/04 21:00	Plymouth	VT	Unknown	3 min.	life changing event for me will not view skies ever the same.	1/19/05	43.5331001282,-72.7232437134	
1/20/04 19:20	Corinth	VT	Light	few seconds	It looked like a football stadium flood light structure	1/22/04	44.0241508484,-72.2667312622	
12/11/03 19:10	Waterford	VT	Light	10 seconds	Six bright, white lights in apparent formation approached at high speed with military aircraft in vicinity	12/19/03	44.3620185852,-71.9506072998	
11/26/03 17:26	Milton	VT	Light	3-5 minutes	Bright steady light traveling low and heading north, no sounds were heard.	12/9/03	44.6385307312,-73.1134872437	
11/5/03 12:20	Burlington	VT	Disk	1 minute	On Nov.5th,2003 at 12:20 P.M. our 12-year old son was home early from having only one half a day of school, I was home early from work	11/8/03	44.4759216309,-73.2132263184	
10/31/03 22:07	Panton	VT	Triangle	3 minutes	Oddly lit, semi-triangular aircraft captured on video	11/26/03	44.148601532,-73.3407974243	
9/17/03 21:30	Sharon	VT	Light	continuing	appearing in north-northeast sky a lighted object alternating white strobe with green and red, perhaps blue.  Stationary, absolutely.	9/24/03	43.7836799622,-72.4568023682	
8/28/03 00:05	Ferrisburg	VT	Light	1 minute	shining point of light traveling steadly west to east	8/28/03	44.2030487061,-73.2471694946	
6/29/03 20:25	Isle la Motte	VT	Light	15 seconds	Almost looked liked the object consumed the cloud or came from it	7/16/03	44.8779411316,-73.3383178711	
6/14/03 06:30	Bennington	VT	Triangle	12 seconds	very fast moving lights, aircraft changing color and vanishing	11/26/03	42.8787307739,-73.1971130371	
11/7/02 19:00	Grand Isle	VT	Oval	two events:  15 minutes w	It was an extremely huge object, with greenish lights on the bottom, a dome shape on top and very low, flew over lake and house.	11/16/02	44.7222290039,-73.2961578369	
10/14/02 20:15	Gaysville	VT	Cone	1 1/2 hour	Multicolor flashing cone object in Vermont	10/28/02	43.774269104,-72.762298584	
9/23/02 22:00	Vershire	VT	Circle	so far: 3 hrs	red, and green flashing lights in VT	9/28/02	43.970451355,-72.3236999512	
9/8/02 03:00	Walden	VT	Formation	2 minutes	triangular light formation	9/13/02	44.4840202332,-72.305229187	
9/7/02 22:15	Castleton	VT	Light	15-20 sec.	I was watching the northern lights when I saw three lights in a triangular patter heading due south. I abserved them straight above me 	9/19/02	43.6100006104,-73.1803283691	
8/8/02 13:15	Burlington	VT	Cylinder	a minute at least	a self propelled pentoid or cylinder shaped object that looked light brownish and it moved like a plane.	8/16/02	44.4759216309,-73.2132263184	
7/26/02 21:00	North Bennington	VT	Disk	6 minutes	we were standing outside in the dark, when all of sudden we looked up and saw what appeared to be an airplane, but after we took a seco	8/16/02	42.9321403503,-73.2426834106	
7/15/02 20:45	Pomfret	VT	Circle		Light dot moving over trees.	8/28/02	43.7038993835,-72.5194015503	
5/10/02 20:00	Rutland	VT	Rectangle	night	black and flying low	7/26/02	43.605091095,-72.9782791138	
5/4/02 00:50	Bridgeport	VT	Circle	1 second	At 00:50 on 5/4/02, a bright green circle was observed moving  N by an observer traveling NE at 60mph.	5/14/02	44.0752105713,-72.6627502441	
2/24/02 19:00	Putney	VT	Triangle	3 MINUTES	The object's lights were very bright and pulsing when it took off after it was completely still shining bright white light.	3/19/02	42.9793510437,-72.5274963379	
1/20/02 18:00	Shaftsbury	VT	Other	10 minutes	Unidentified string of ball lights seen in valley of Shaftsbury, near Rte 7A..heading South to Bennington spotted off Old Depot rd.	1/29/02	43.0226097107,-73.188911438	
1/8/02 07:00	North Hero	VT	Cigar	10 - 15 mins.	Cigar-shaped  craft flew slowing and at a low level directly over the back road I was traveling and right over my me.	5/24/05	44.8499794006,-73.262840271	
1/3/02 16:45	W. Rutland	VT	Other	approx. 10 minutes	Orange streaks in the sky.  Location:  W. Rutland, Vermont	1/11/02	43.5922393799,-73.0457229614	
11/18/01 05:17	Johnson	VT	Flash	1 sec	There were tons of meteors out then there was a flash. There was only one flash that I saw all night.	11/20/01	44.6342506409,-72.6767578125	
8/30/01 15:00	North Hreo	VT	Unknown	80 seconds est.	extremly bright light turned orange hovered up a few sec. then shot sraight up and was gone.	10/12/01	44.8499794006,-73.262840271	
8/15/01 21:45	Enosburg Falls	VT	Triangle	5 Minutes	Silent Dark V shape outlined with small white lights	7/29/10	44.9058799744,-72.8057937622	
4/27/01 23:20	Ferrisburg	VT	Triangle	5 to 10 min	Many bright lights	4/28/01	44.2030487061,-73.2471694946	
3/22/01 02:30	Moretown	VT	Formation	15 sec	VT,Moretown-VERY BRIGHT greenish(?) VERY LARGE formation descending and VERY RAPIDLY almost vertically; no crash,no flames;disappeared.	10/12/01	44.2508087158,-72.7612762451	
3/21/01 02:30	Moretown	VT	Formation	15 sec	VT,Moretown-VERY BRIGHT greenish(?) VERY LARGE formation descending and VERY RAPIDLY almost vertically; no crash,no flames;disappeared.	4/1/01	44.2508087158,-72.7612762451	
3/19/01 19:10	East Dover	VT	Light	45 seconds	small green light, high altitude, changing direction.	6/12/02	42.9510612488,-72.7708969116	
3/8/01 19:45	Mt. Lincoln (?)	VT	Flash	seconds and minutes	Tonight, at about 6:45 PM EST I was traveling home south to my home in the Northeast Kingdom of VT when I saw two white strobe lights h	3/16/01	44.1536712646,-72.9287261963	
2/23/01 00:00		VT	Unknown		((NUFORC Note:  Possible twinkling stars?  PD))  I have seen and still see the same lights that my neighbor in Littleton, NH saw.	4/1/01	44.0752105713,-72.6627502441	
2/15/01 20:05	Pownal	VT	Light	approx 60 secs	Large dark helicopter at treetop level follows orange light thru rural community.	2/18/01	42.771320343,-73.2401428223	
12/26/00 18:30	Warren	VT	Fireball	5 seconds	meteor like object flashes upon impact with earth	1/3/01	44.1168518066,-72.8570098877	
10/12/00 18:00	Belmont	VT	Cigar	10 minutes	The cigar shaped craft was hovering in the southwestern sky fairly close to the ground.  There were lights on it.  There was a bright "	12/2/00	43.4208183289,-72.8205566406	
9/14/00 01:30	Goshen	VT	Unknown	10-15 sec.	Strang firery object falls over north east Vermont	12/2/00	43.8492202759,-73.0221710205	
8/10/00 22:30	West Danville	VT	Light	3 minutes	3 faint objects in wedge formation travelling very fast, high  ((NUFORC Note:  Possible sighting of U. S. Navy NOSS satelites.))	10/7/03	44.421661377,-72.2181396484	
7/20/00 01:30	Marshfield	VT	Light	six minutes	See the Barre-Montpelier Times Argus daily newspaper of 7/21/00 "Talk of the Town" column.  Several people called in the report.  A rel	7/23/00	44.3485794067,-72.3541564941	
6/30/00 20:00	Bennington	VT	Other	5 minutes	Huge ship with lights everywhere.	8/21/11	42.8787307739,-73.1971130371	
2/9/00 18:15	Bristol	VT	Triangle	5 minutes	Luminous triangular shaped object, very large, moving to Northeast.  Object changed to four distinct lighted objects, travelling in a s	2/16/00	44.1333694458,-73.0795516968	
11/8/99 19:15	Hinesburg	VT	Unknown	2 minutes X 2	Aircraft engine noises were heard in the woods behind my house on 11\8\99.  This noise was heard for a period of approx 2 minutes, at t	11/9/99	44.3298912048,-73.1104202271	
8/10/99 21:00	Jericho	VT	Unknown	:58 seconds	Greenish pulse of light caught my attention.  I captured one minute of video.	8/30/99	43.7008399963,-72.3766403198	
7/15/99 22:15	Mallets Bay (in Colchester, Rte. 127)	VT	Teardrop	Approx.1 to 2 seconds	left Broad ACRES AT APPROX. 22:15 DRIVING NORTHEAST,PASSENGER SPOTTED OBJECT FIRST.IT WAS OVER LAKE TRAVELING SW to NE IN A DOWNWARD AR	8/5/01	44.5861587524,-73.1954116821	
6/24/99 00:00	South Royalton	VT	Circle	3 hrs.	it just appeared and stayed there flashing colors for sometime then something came off it and disappered. After sometime it came back t	8/30/99	43.8202705383,-72.5216903687	
3/7/99 01:00	Belvidere	VT	Egg	10 mins	no sound..LARGE..passed closely over our camp and down across the valley and out a pass in the moutains.	12/2/00	44.7511291504,-72.686378479	
7/10/98 22:00	Westford	VT	Disk	2-3 minutes	summer of 98... saucer shaped ufo with bright blue lights sighted	10/28/02	44.6119804382,-73.0104217529	
5/20/98 22:40	Burlington	VT	Light	20 seconds	On May 20, 1998, at 22:40, I was drawn to my 3rd floor studio apartment window (western side of building) by some noise on the street b	1/28/99	44.4759216309,-73.2132263184	
