DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
2/24/10 04:30	Arden	AR	Formation	20 minutes	Without knowing I disturbed the same lighted aircraft that my family and I have seen 24 years ago in the same area as before.	4/13/10	33.6584523,-94.2835328	
1/20/10 20:00	Batesville	AR	Diamond	3 MINUTES	Craft Hovering extremly quite; could have easily been inches above our hear unless we looked we would have had no idea	3/10/11	35.7676561,-91.622531	
1/14/10 19:30	Holiday Island	AR	Triangle	10 minutes	Triangular patterned lights over Holiday Island, Arkansas marina.	2/14/10	36.4853478,-93.7321378	
1/12/10 19:00	Alma	AR	Other	night	((HOAX??))  a strange ball of fire, like after burners.	2/14/10	35.482565,-94.233662	
1/6/10 21:15	Searcy	AR	Disk	1 hour	disc shape hovering above Searcy, AR	2/14/10	35.2418795,-91.735131	
1/1/10 00:00	Benton	AR	Circle	5 mins.	4 bright green circles high in the sky going in circles then one bright green light at my front door.	11/21/10	34.5775511,-92.571114	
12/25/09 21:00	Lonoke	AR	Unknown	very brief	Glowing star-like object grows large and then vanishes.	4/13/10	34.7899314,-91.907383	
12/21/09 21:00	El Dorado	AR	Egg	2-3 hours	Six egg shaped or actually appeared like they had two parts appeared in the night sky.  ((NUFORC Note:  Celestial bodies??  PD))	2/14/10	33.195964,-92.6834903	
11/27/09 19:37	Washington (near)	AR	Flash	5-10 minutes	A bright, flashing, possibly immobile object that seemed large and whose flashing obscured the emitting object.	12/12/09	33.7730122,-93.683454	
11/18/09 20:54	Hope (Exit 30, Highway 30)	AR	Diamond	30 sec.	((HOAX??))  An aircraft just appeared and stood still.	12/12/09	33.6678087,-93.590703	
9/25/09 21:30	Alma	AR	Unknown	4 seconds	Triangular pattern of lights hovering above Alma, Arkansas	12/12/09	35.482565,-94.233662	
9/25/09 20:59	Fayetteville	AR	Light	10-15 seconds	Bright light moving West to East in Northwest Arkansas...Then vanished into thin air!	12/12/09	36.0625795,-94.1574263	
9/7/09 19:52	Mountain Home	AR	Light	1 minute	Brilliant white object moving to Northeast at high altitude	12/12/09	36.3334004,-92.3723812	
8/30/09 23:00	Gravette	AR	Unknown	30 minutes	Red, blue and white flashing light hovering hundreds of feet in the air.	12/12/09	36.4198427,-94.445268	
8/24/09 21:00	Kingston	AR	Cigar	4 min	three lights moving  in unison with no sound	8/27/09	36.0506315,-93.5185199	
8/22/09 20:00	Russellville	AR	Sphere	5 seconds	Large red/orange sphere sighted flying east for about five seconds.	8/27/09	35.2760343,-93.138415	
8/19/09 14:22	Gentry	AR	Light	2 hrs	3 people witness a strange bright flash of  light near the ground in my backyard.	8/27/09	36.2629357,-94.485052	
7/23/09 22:37	Fayetteville	AR	Circle	1min	A bright object that I identified to my boss incorrectly as the I.S.S. She stated it was moving to fast to be the I.S.S. and that it co	8/5/09	36.0625795,-94.1574263	
7/21/09 22:40	Fayetteville	AR	Light	5 Mins	2 Bright Red lights moving in opposite directions (South and North) very slowly just below the clouds. No sound.	8/5/09	36.0625795,-94.1574263	
6/22/09 00:50	Greenwood	AR	Fireball	45 minutes	Three orange fireballs in the sky forming a triangle.  Two disappeared after 20 minutes but one stay for 45 minutes.	8/5/09	35.1912049,-94.2465994	
6/15/09 22:00	Gravette	AR	Other	5 minutes	Two moving objects in space	12/12/09	36.4198427,-94.445268	
6/8/09 22:00	Van Buren/Alma	AR	Flash		Strange green lights over Van Buren and Alma Arkansas? Not sub station explosion.	6/9/09	6/1/09 02:00	Berryville	AR	Chevron	10 seconds	A dark gray giant boomerang shaped UFO with 8 dim lights spotted at Berryville pond.	6/9/09	36.3713495,-93.570303	
4/8/09 20:31	Fayetteville	AR	Unknown	8-10 Mins.	a object fell, then two hours pased. 500 Lights On Object0: Yes	5/12/09	36.0625795,-94.1574263	
3/20/09 22:45	Dardanelle	AR	Light	45 seconds	Bright, yellow light traveling next to a jet over Arkansas	4/14/09	35.2277094,-93.16733	
3/3/09	Mountain Home	AR			just a bright red fireball stopped at treetop level then slowley moved on west	3/19/09	36.3334004,-92.3723812	
2/12/09 21:40	Russellville	AR	Triangle	approx one minnute	Russellville, AR, triangle lights west of nuclear power plant.  ((NUFORC Note:  See addenda from reader, and source of report!!  PD))	3/19/09	35.2760343,-93.138415	
2/12/09 21:40	Russellville	AR		1 minute	Sighting Dated 2/12/09 near Russellville, Arkansas	5/12/09	35.2760343,-93.138415	
2/8/09 15:00	Ward	AR	Unknown	3 min.	Small silver object over Ward Arkansas.	3/19/09	35.0135046,-91.957366	
2/4/09 16:00	El Dorado	AR	Cigar	1-2 min	narrow silver object moving rapidly south	4/14/09	33.195964,-92.6834903	
2/4/09 04:10	Jonesboro	AR	Light	3-5 mins	Mysterious light growing brighter then ascending then dissapearing.	3/19/09	35.8209707,-90.679225	
1/9/09 18:33	Alexander	AR	Flash	15 min	A Flashing strobe light occured before complete dawn. It grew brighter in size brightness and then would suddenly decrease in size and	1/10/09	34.6327204,-92.446283	
1/7/09 19:45	Calamine	AR	Unknown	10 seconds	Silent object near house at low altitude and considerable speed with lights.	1/10/09	36.0114607,-91.3990228	
1/3/09 19:00	Benton	AR	Light	2 seconds	Bright lit aircraft descends, and vanishes without a trace.	1/10/09	34.5775511,-92.571114	
12/28/08 11:00	russlville	AR	Unknown	5 min	((HOAX??))  A object came up a blue ball came out and then flew away into a trangler think	1/10/09	12/19/08 06:25	Heber Springs	AR	Light	2 min	Very bright, extremely fast, and silent	1/10/09	35.500642,-92.032444	
12/6/08 17:30	Maumelle	AR	Fireball	3 min.	Fireball craft spotted in Maumelle, Arkansas heading South East.	1/10/09	34.8524672,-92.39932	
12/1/08 00:15	Fort Smith	AR	Light	
	Bright white light moved from SE horizon to WNW horizon in roughly 2-3 seconds.	1/10/09	35.3859242,-94.3985475	
11/26/08 22:05	Maumelle	AR	Other	30sec-1 min	Triangular Craft Hovering in Maumelle	1/10/09	34.8524672,-92.39932	
11/21/08 19:00	Crystal Springs	AR	Light	unknown	A unusally bright light that appeared to be circled by 4-6 air planes over the Ouachita Mtns. ((NUFORC Note:  Venus??  PD))	1/10/09	34.5220352,-93.3360221	
11/20/08 23:45	Batesville	AR	Fireball	2 minutes	Bright yellow/ornage fireball going W to E across the Northern sky.	1/10/09	35.7676561,-91.622531	
11/20/08 17:00	El Dorado	AR	Circle	1 minute	We are not sure is was a craft or a meteor, falling star, or whatever.  It seemed to be about tree top level and traveled so rapidly th	1/10/09	33.195964,-92.6834903	
11/3/08 20:05	Fayetteville	AR	Rectangle	2 to 3 seconds	Satellite or Space Debris burns up over Fayetteville, AR, Nov. 3, 2008, 8:05 pm	1/10/09	36.0625795,-94.1574263	
10/29/08 20:00	Walnut Ridge	AR	Triangle	Half hour	((HOAX??))  Six trangle shaped crafts with no noise, bright white lights, a few red lights, flying and hovering over NE Ark.	1/10/09	36.0829779,-90.947181	
10/29/08	Texarkana	AR	Oval	one minute	I have been employed with the US Army and have never saw anything like this before.	1/10/09	33.4534581,-93.9910201	
10/9/08 23:00	Little Rock	AR	Triangle	1-2 minutes	Large/Slow Moving/Quiet /Low AltitudeTriangular Aircraft - Little Rock	10/31/08	34.7464809,-92.2895948	
10/9/08	Chester	AR	Oval	2 minutes	Long Shiny Object that bobbed and dipped just above the tree top level, no sounds.	10/31/08	35.6776228,-94.177807	
10/8/08 12:00	Chester	AR			THE OBJECT I SAW Shape Oval Oct 8,2008 Around 12:00 noon Chester, Arkansas   I was in my backyard working on my hen house. I had been o	10/31/08	35.6776228,-94.177807	
9/5/08 23:00	Pine Bluff	AR	Formation	40s	There was a glowing V-shaped formation flying very high and very fast.	10/31/08	34.2119858,-92.017653	
8/2/08 17:30	Arkansas (above?; in-flight)	AR	Disk	few seconds	Disk shaped ufo seen from airplane window	8/12/08	34.7503697,-92.5004364	
7/30/08 23:30	Russellville	AR	Formation	About 3 hours	Two formations of red, yellow and blue lights spread around Lake Dardanelle.	8/12/08	35.2760343,-93.138415	
7/12/08 22:00	Mountain Home	AR	Circle	7 minutes	I was amazed that these objects did not move and it was too high, and silent, to be helicopters	8/12/08	36.3334004,-92.3723812	
6/30/08 14:00	Springdale	AR	Cigar	30 seconds	silver cigar shaped object reflecting off sunlight sudenly disappears	7/5/08	36.1866498,-94.153063	
6/16/08 11:00	Arkadelphia	AR	Unknown	60 seconds	Two greys spotted near caddo river (perhaps doing ground survey?)  ((NUFORC Note:  Probably not a serious report.  PD))	10/31/08	34.1243689,-93.071886	
6/7/08 23:00	Mount Ida	AR	Light	1hour	Multiple UFO's seen on Lake Quachita near Hot Springs Arkansas.	7/5/08	34.550894,-93.630889	
6/7/08 22:00	Hot Springs	AR	Changing	2 hours	Lights and light came down upon us. very weird triangular formation after seeing 15 or so solid white lights move across the night sky.	7/5/08	34.4987004,-93.0543461	
5/29/08 02:00	Alma KOA	AR	Light	5 minutes	Lights flash on and off near Alma, Arkansas	1/10/09	5/28/08 12:00	Little Rock	AR	Triangle	unknown	unknown craft in Ak as seen on weather camera	7/5/08	34.7464809,-92.2895948	
5/16/08 21:45	Van Buren	AR	Changing	5 Minutes	Strange Lights Hovering and Breaking Into Multiple Different Lights over Van Buren, AR	6/12/08	35.4250892,-94.2974332	
5/2/08 19:25	Springdale	AR	Changing	5 min	Town UFO  Springdale, AR	6/12/08	36.1866498,-94.153063	
4/28/08 22:00	Hot Springs	AR	Triangle	45 minutes	I was sitting on the deck from my friend's condo on the lake and looked across the water and saw in the distance a triangle shape with	6/12/08	34.4987004,-93.0543461	
4/26/08 21:00	Harrison	AR	Cylinder	less than 1 min.	short sighting over harrison, ar.	6/12/08	36.2429683,-93.11976	
4/26/08 21:00	Harrison	AR	Cylinder	1 minute	missle-shaped object with red and blue lights. greenish/blue, reddish/orange "fire" coming from tail.  disappeared almost immediately.	6/12/08	36.2429683,-93.11976	
4/23/08 11:00	Marked Tree	AR	Disk	after school	Saucer shaped object spotted over rail-road tracks.	6/12/08	35.5250777,-90.425691	
4/22/08 00:00	Rogers	AR	Circle	2:00	the object had brown and yellow glowing lights	6/12/08	36.3173872,-94.151362	
4/7/08 21:30	Hot Springs	AR	Unknown	1 hour	Sighted two bright objects which moved and suddenly became motionless	6/12/08	34.4987004,-93.0543461	
3/26/08 22:30	Greenbrier	AR	Triangle	10 sec	When my mom, my brother, and I was riding home a triangular object flew over the highway and disappeared.	3/31/08	35.2288729,-92.383678	
3/10/08 21:15	Little Rock/Maumell	AR	Unknown	1 minute	Horizontal row of lights seen from a bridge over the Arkansas river, which changed configuration to a vertical column and disappeared	3/31/08	2/7/08 03:30	West Memphis	AR	Circle	20 minutes	A big round disk over the Mississppi River the size of two football fields.  It was white luminious object 1500 feet above the river. I	11/21/10	35.1530763,-90.198873	
2/4/08 21:00	Jasper	AR	Circle	5 minutes	A round aircraft with many lights went over our house and seem to vanish after crossing the river.	2/14/08	36.0073555,-93.192031	
2/2/08 21:00	Flippin	AR	Unknown	25 seconds	Traveling on Rt. 62/412, from the east into Flippin (Arkansas), we saw what we believed to be an aircraft flying low, it had two green	2/14/08	36.2774484,-92.592734	
1/20/08 20:00	Batesville	AR	Diamond	3 MINUTES	Object Extremely quite and maneuverable; could have been inches above our heads at anytime unaware to us	3/10/11	35.7676561,-91.622531	
1/13/08 21:00	Conway	AR	Unknown	10 minutes	I-40 westbound between Minefee and Conway, AR.  Followed tree top blinking lights for 5 to 10 minutes.	10/31/08	35.0816025,-92.459273	
12/2/07 16:00	Metalton	AR	Oval	a few minutes	relatively small 28 inch diameter golden oval disc crossing a rural county road	3/4/08	36.2231279,-93.5299102	
12/2/07 10:00	Metalton	AR	Oval	uncertain	small golden oval disc, moving through trees & across road	3/4/08	36.2231279,-93.5299102	
11/29/07 19:15	Fayetteville	AR	Light	5 minutes	Satellite-like light was seen moving in various directions at a high rate of speed.	1/21/08	36.0625795,-94.1574263	
11/16/07 21:30	Lowell	AR	Chevron	00:15 Seconds	"V-Shaped" object passing over Lowell Arkansas with no sound or lights.	11/28/07	36.2562679,-94.152019	
11/16/07 20:15	Rogers	AR	Light	1hr 45min	Big white light, then smaller red lights seen in the eastern sky that should not have been there and then vanished.	11/28/07	36.3173872,-94.151362	
10/14/07 21:14	Little Rock	AR	Changing	15 Seconds	Green lights above West Little Rock. 500 Lights On Object0: Yes	11/28/07	34.7464809,-92.2895948	
10/12/07 23:00	Rogers	AR	Unknown	1-2 days	((HOAX??))  abduction. 500 Lights On Object0: Yes	3/4/08	36.3173872,-94.151362	
9/30/07 19:53	Bigelow	AR	Light	15 Seconds	Glowing Lights Near Ouachita National Forrest	10/8/07	34.9981684,-92.63112	
9/27/07 21:45	Conway	AR	Light	5 min	UFO over the practice field at UCA	10/8/07	35.0816025,-92.459273	
9/11/07 21:40	Cabot	AR	Chevron	5-7 Minutes	Two very large stationary crafts illuminating the sky above Arkansas.	10/8/07	34.9767693,-92.02678	
9/8/07 23:30	Holly Springs	AR	Light	10 minutes	A very white flash, that moved quickly for a split second, then a stationary blue light and red light, right next to each other.	10/8/07	33.8501046,-92.6793271	
8/31/07 19:45	Little Rock	AR	Circle	5 minutes	I saw a bright light in  the evening sky that emitted approximately 6 other smaller lights and they all left at high speed.	10/8/07	34.7464809,-92.2895948	
8/31/07 14:25	Little Rock	AR	Rectangle	2 minutes	White object moving with the wind	10/8/07	34.7464809,-92.2895948	
8/20/07 10:00	Russellville	AR			More reports the first half of this month then any other monthly report . (?)	10/8/07	35.2760343,-93.138415	
8/20/07 05:30	Henderson	AR	Light	35 SEC.	strange orange lights over Henderson AR	10/8/07	34.3681488,-93.3279616	
8/20/07 02:00	Heber Springs	AR	Circle	30 sec	It was fast.	6/12/08	35.500642,-92.032444	
8/13/07 22:20	Gentry	AR	Triangle	60 seconds	Gentry, AR   orange three spots triangle	8/14/07	36.2629357,-94.485052	
8/12/07 21:45	Fayetteville	AR	Circle	10 minutes	White ball with alternating colored orbs, hovering/moving above tree level in urban Arkansas neighborhood.	8/14/07	36.0625795,-94.1574263	
8/6/07 22:45	Texarkana (10 mi. S of)	AR			Inexplicable bright lights and moving objects	8/7/07	33.4534581,-93.9910201	
8/6/07 22:20	Texarkana	AR	Other	30 min	15-20 cigar-shaped ships with red and blue lights, numerous bright white lights apearing and dissapearing,	8/14/07	33.4534581,-93.9910201	
7/9/07 21:30	Marble Falls	AR	Light	120 min	large bright white light observed over Marble Falls, AR.  ((NUFORC Note:  Sighting of a planet??  PD))	8/7/07	36.0842409,-93.15018	
7/3/07 21:50	Mountain Home	AR	Light	1 hour	Large Bright Light.  ((NUFORC Note:  Jupiter is quite prominent in the southern sky, currently.  PD))	8/7/07	36.3334004,-92.3723812	
6/12/07 22:30	Clinton	AR	Disk	2 minutes	green football shaped object falling out of the western sky at a 45 degree angle on June 12th, 2007	8/7/07	35.5807597,-92.453872	
6/6/07 21:41	Little Rock	AR	Teardrop	10 minutes	Bluish green tear drop shaped object	8/7/07	34.7464809,-92.2895948	
5/19/07 13:00	Judsonia	AR	Disk	3 Minutes	Taking pictures of the sky	6/12/07	35.2763969,-91.641349	
5/18/07 21:00	Cabot	AR	Light	15 Seconds	Star grows brighter then dims and shoots off like a rocket!	6/12/07	34.9767693,-92.02678	
5/10/07 01:35	Fayetteville	AR	Light	10	flying glowing cloud like object	6/12/07	36.0625795,-94.1574263	
4/5/07 23:37	Hickory Plains	AR	Light	20	I was travelling late Thursday night, April 5, 2007 at 11:37 pm where approximately 0.5 mile from the intersection of Arkansas State Ro	4/27/07	34.9900884,-91.7368032	
3/28/07 04:30	Mountain View	AR	Light	10-30 seconds	Moved too fast & silently to be an airplaine.	4/27/07	35.8637256,-92.103941	
3/2/07 16:00	Littlerock	AR	Cigar	5 mins	Well at 16:00 hours i came out of the house looking up at an  airplane spreading chem trails as i watched this airplane that came out o	3/8/07	2/19/07 14:00	Littlerock	AR	Circle	5:00	The cover up is over these were ships from another galaxie!!!	3/8/07	2/18/07 17:00	Fort Smith	AR	Light	45 min.	white disk light over fort smith arkansas appeared in nw moved very slowly to the ne then suddenly disapperared	2/24/07	35.3859242,-94.3985475	
1/27/07 17:00	Mountian Home	AR	Sphere	2 hours	((HOAX??))  Multi color  ball over mt home arkansas.	2/1/07	1/10/07 20:55	Pocahontas	AR	Light	10 seconds	Light/Orb observed in N.E. Arkansas, south east skies.	2/1/07	36.2633538,-90.969427	
1/8/07 19:00	Louisville	AR	Light	15 minutes	White light viewed South of Louisville AR, East of HW 29.  Light came on for a few seconds at a time.	2/1/07	1/1/07 19:00	Magnolia	AR	Unknown	5 minutes	Unidentified aircraft playing tag in the night sky over Magnolia Arkansas	2/1/07	33.2777468,-93.226122	
12/12/06 03:35	Gentry	AR	Triangle	4-7 mins	Silent triangle	12/14/06	36.2629357,-94.485052	
12/10/06 20:00	Marked Tree	AR	Chevron	30 seconds	black  chevron with at least 5 amber colored lights.	2/1/07	35.5250777,-90.425691	
12/10/06 20:00	Trumann	AR	Chevron	30 seconds	Black chevron with at least 5 amber lights seen on Hwy. 63N  at  8 pm near Trumann, Arkansas	12/14/06	35.6764122,-90.523275	
