DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
8/4/10 20:50	Columbus	WI	Light	30 minutes	large bright stationary light, red/green/white flashing -7 witnesses form diff. locations.  ((NUFORC Note:  Venus in WSW sky??  PD))	8/24/10	45.8377328,-89.2506858	
7/17/10 22:30	Beaver Dam (rural)	WI	Rectangle	2 Min.	Orange glowing cube near Beaver Dam, WI	7/28/10	45.5460648,-92.0254574	
7/15/10 01:00	Three Lakes	WI	Flash	30min	Strange strobe like light	5/2/11	46.4593853,-91.9438014	
7/13/10 21:45	Crivitz	WI	Oval	22:25	Oval, silver-white pie shaped object hovers in one spot, dances, dims & brightens it's lights!	7/19/10	45.2349753,-88.0070506	
7/12/10 22:20	Hayward-Trego	WI	Light	45 minutes	Big, Bright, moving light seen for 30 miles in northwest wi for 40 minutes	7/19/10	46.0099511,-91.4804539	
7/11/10 00:20	Brookfield	WI	Circle	3 minutes	3 orange disc shaped lights observed in eastern sky near Milwaukee, moving north, stopped and formed triangle.	7/19/10	43.0627891,-88.1198123	
7/3/10 03:30	Wausau	WI	Fireball	present	ufo spotted middle wisconin 7 o'clock to the moon christmas tree shaped	7/6/10	44.9616351,-89.6445669	
7/2/10 22:00	Oak Creek	WI	Fireball	5 minutes	Two fireballs flying in tandem.	7/19/10	42.8822391,-87.8973039	
7/1/10 22:10	Cedarbug	WI	Other	10 minutes	20 reddish orangish lights hovering east of Cedarburg, WI.	7/6/10	
7/1/10 22:00	Grafton	WI	Fireball	30 minutes	Several hundred orange/reddish orbs SE to NW on 7-1-10 at 10PM CST over Mequon, Grafton, Cedarburg, WI	8/24/10	43.3255598,-87.9231444	
6/28/10 19:00	Platteville	WI	Cigar	15mins	While driving home we saw a Cigar/Oval shape, silver object reflecting off the sun in Southwestern Wisconsin.	7/6/10	42.7352711,-90.4770732	
6/26/10 03:15	Appleton	WI	Circle	5 min	A circular object from the sky fell to the ground with a loud wooshing sound.	7/6/10	44.271931,-88.3976066	
6/20/10 23:30	Freedom	WI	Rectangle	5 min	Low flying rectangular craft with changing color panels of light seen in the country on a back road.	6/23/10	45.6355102,-92.5668697	
6/20/10 21:20	Fond du Lac	WI	Fireball	5 minutes	orange ball with sparkling rays omitting out of it moving across the sky	6/23/10	43.756378,-88.4689955	
6/19/10 23:10	Merrill/Wausau	WI	Triangle	1 Min	Triangle craft with 3 solid red lights (2 in front, 1 in rear) and 1 solid white light (center), moving low and slowly along freeway.	6/23/10	
6/16/10 20:15	Hayward	WI	Formation	2 min	Amber Lights in Northern Wisconsin	6/23/10	46.0099511,-91.4804539	
5/28/10 22:12	Green Bay	WI	Unknown	30-45 seconds	Orange object seen moving across night sky.  Did not have a trail, nor did it fragment, explode, or change size	6/3/10	44.519159,-88.019826	
5/24/10 09:15	Green Lake	WI		Still going on, 30 min an	At present, there has been a light in the southwest sky, about half way between the moon and Venus, it has been moving in all patterns,	6/3/10	43.8244259,-88.9645576	
5/22/10 22:00	Little Chute	WI	Light	40 seconds	Bright white light moving from north west to south east. Near the Big Dipper constellation. The Light disappeared after it went past th	6/3/10	44.2858206,-88.3137171	
