DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
7/1/00 02:30	Bismarck	ND	Light	10 min.	A small light slightly bigger than the surrounding stars darting to and fro for about ten minutes.	12/2/00	46.8053703308,-100.779312134	
1/15/00 22:30	West Fargo	ND	Sphere	15 minutes	Bright glowing red orb. Did not emit any smoke, noise, or apparent heat.  Moved at about 10 mph from northwest horizon to southeast hor	10/30/06	46.8725395203,-96.8848419189	
11/9/99 20:30	Mandaree	ND	Circle	5 minutes	many lights on bottom large that looked like windows	12/9/00	47.6792488098,-102.728347778	
9/11/99 05:50	Fargo	ND	Light	35 min.	i was outside at work and saw in the east, a very bright light. in an otherwise starless sky.stationary at first. but then extreemly sl	9/12/99	46.8759117126,-96.7817611694	
5/26/99 22:05	Theodore Roosevelt National Park exit 32 on I-94 North Dakot	ND	Other	5 minutes	while traveling home from Seattle I stopped at the rest area a Teddy R. Park and saw something that I didn't need to see.	6/23/99	
5/20/99 14:00	Cartwright	ND	Rectangle	4 minutes	The aircraft was rectangle in shape and moved very slow with no sound.	4/27/07	47.86095047,-103.925102234	
4/23/99 02:30	Fargo	ND	Triangle	three seconds	Brief horizon to horizon motion by three inter-weaving craft.	12/16/99	46.8759117126,-96.7817611694	
4/7/99 13:30	Fargo	ND	Other	12 seconds	a friend and i were were walking outside and looked up at an airplane flying high in the sky. right away i noticed an oject flying behi	11/20/02	46.8759117126,-96.7817611694	
9/22/98 20:00	Fargo	ND	Triangle	Unknown	We saw a light in the sky that was hovering and moving too oddly to be a terrestrial aircraft.	4/26/99	46.8759117126,-96.7817611694	
8/11/98 00:15	Mandan	ND	Disk	30+ min.	I viewed an object that looked like a star initially but when viewed standing still it moved slightly. It looked like lights were flash	11/1/98	46.8265113831,-100.888969421	
1/15/98 20:30	Fargo	ND	Fireball	3-6 seconds	8 glowing red balls the size of quarters weaving in and out of each other, heading SW.	8/28/03	46.8759117126,-96.7817611694	
1/13/98 01:00	Minot	ND	Fireball	5 seconds	I observed a large alien craft in the night sky...	1/28/99	48.2361106873,-101.296066284	
7/17/97 23:00	Belfield	ND	Light	15 minutes	lights moving in perfect formation together.	7/25/04	46.8858795166,-103.199378967	
1/1/97 07:00	Jamestown	ND	Changing	around 10 mins	AUTHOR"S SUMMARY:  The object was around the size of a small car it changed shape and light color and pattern as it moved. it was silen	10/12/01	46.9100799561,-98.7085266113	
11/24/96 19:30	Bismarck	ND		60 sec.	Nat. Weather Serv. meteorologist repts. peculiar, round,  orange obj. in S sky.  "Like orange of space shuttle exhaust." Not star.	11/2/99	46.8053703308,-100.779312134	
11/24/96 18:07	Bismarck	ND	Light	60 sec.	Nat. Weather Serv. empl. sees a small, circular, distinctly flame-orange obj. in the S sky.  Brighter & larger than brightest star.	11/2/99	46.8053703308,-100.779312134	
10/11/96 16:00	Bismarck	ND	Formation	6	5 white lights in formation	11/8/05	46.8053703308,-100.779312134	
7/3/96 11:30	Beach	ND	Disk		30' x 40' grey saucer w/ dome/windows above, glowing orb below, 6 legs, 3 antenna approaches, hovers over truck.  Very credible.	11/2/99	46.9193000793,-104.006118774	
5/29/96 23:10	Menoken	ND	Sphere	10 minutes	Brightly glowing ball of light motionless, then moving, then motionless.The object moved at various angles around an airport.	1/28/99	46.8231315613,-100.531463623	
1/23/96 20:15	Minot	ND		15 min.		2/18/11	48.2361106873,-101.296066284	
11/21/95 23:30	Washburn	ND	Triangle	20 seconds	A bluish triangular object moving in a clockwise direction.	11/28/07	47.2887382507,-101.028320312	
10/25/95 16:55	Brunswick County	ND		30 min.	Sheriff's office calls to rept. that deputy, 20 mi. SSE of Wilmington,  is looking at peculiar, bright white, strobing light.	11/2/99	47.4463195801,-100.469306946	
8/26/95 23:00	Williston	ND		10 min.	Man, wife, and 2 adults witness peculiar, bright white light pacing their car on highway.  Two other lights appear, move around sky.	11/2/99	48.1470298767,-103.621887207	
8/17/95 20:45	McKenzie	ND		10 sec.	Husband & wife witness strange, red beam of light stream through screened window of mobile home. 10-12" wide.  Very alarmed.	11/2/99	46.8222999573,-100.41217041	
4/20/95 00:02	Fargo	ND		2 min.	Female student w/ friend witness huge red light in sky.  2 others witness.  Obj pulsated, started to flicker.  Winked out.	11/2/99	46.8759117126,-96.7817611694	
4/2/95 13:00	Central U.S. (enroute, in-flight)	ND	Diamond	a few seconds	My family and I were flying from St. Peters FL to Winnipeg MB. We had been in the air for about 1.5hrs. I looked out my window on the r	4/2/99	47.4463195801,-100.469306946	
2/19/95 00:05	Fargo	ND		10 min.	Red light seen over Fargo below clouds.  Hovered for 10 min., faded, flashed, slowly moved east. Seen twice.	11/2/99	46.8759117126,-96.7817611694	
5/20/83 21:30	Valley City	ND	Other	15 minutes	An object comprised of 4 or 5 metalic orbs in a row, moving West to East, and returning every 5 minutes following a parallel path.	5/4/04	46.9233589172,-98.0022125244	
9/1/82	Nome	ND	Light	?	my brother and i witness a green light and followed it on foot and the craft was moving at great speed to 1 end of the town to the next	11/1/98	46.6788406372,-97.8079299927	
6/1/79 00:00	Minot	ND	Rectangle	3-4 mins	Large rectangular object hovering over Minot Air Base, ND.	12/9/03	48.2361106873,-101.296066284	
7/15/78 23:00	Fargo	ND	Triangle	1 minute	Glowing triangular object, composed of smaller triangles, floated silently across sky from NE to SW.	1/28/99	46.8759117126,-96.7817611694	
7/15/78 18:00	Amenia	ND	Disk	hour	Hovering disc over WDAY tower east of Amenia, ND.	2/14/08	47.0043411255,-97.2139205933	
6/1/77 23:00	Grand Forks	ND	Circle		thin round object hovered in air	5/12/09	47.924079895,-97.0320281982	
7/15/76 15:00	Berthold	ND	Cigar	10:00	Bright violet cigar shaped Berthold North Dakota	11/28/07	48.3158912659,-101.736686707	
6/26/76 11:00	Fargo	ND	Disk	5 minutes	Well. it's been 35 years, just about. I have finally contacted one other person who was with that night. Besides me, my sister, her fri	11/21/10	46.8759117126,-96.7817611694	
10/15/75 18:00	Williston	ND	Disk	5 Minutes	Missing Time	12/16/05	48.1470298767,-103.621887207	
