DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
7/27/06 15:00	Gagetown (near) (Canada)	NB	Disk	1 minute	I can't explain what I saw.	10/30/06	45.7781295776,-66.1523895264	
6/6/06 20:00	Woodstock (Canada)	NB	Disk	10 MIN	NOTICED OBJECTS IN  PICTURES.	7/16/06	46.1502494812,-67.5739517212	
3/28/06 22:45	Penobsquis (Canada)	NB	Unknown	30 mins	flashing lights in the tree line late at night that went straight up and down	5/15/06	45.7747192383,-65.3873977661	
1/17/06 17:30	Fredericton (Canada)	NB	Cigar	20 min	it was a dark metalic long object,  the smoke trail was faint.	2/14/06	45.9606399536,-66.6391220093	
11/29/05 06:50	Edmundston (Canada)	NB	Unknown	3 minutes	Edmundston, NB, Canada lights going fast in the sky turn 90 degrees at speed that we could not explain	12/16/05	47.3737106323,-68.3251037598	
6/23/05 16:00	Bathurst (Canada)	NB	Light	4 min	Clear day, light in sky	7/5/05	47.6167793274,-65.6488876343	
11/21/04 00:15	Saint John (Canada)	NB	Triangle	1 MIN	BRIGHT WHITE AND ORANGE TRIANGLE OBJECT - SAINT JOHN NB CANADA HIGHWAY 1 SOUTH	12/3/04	45.2734184265,-66.0641174316	
4/20/04 01:30	Moncton (Canada)	NB	Sphere	2 minutes	Sphere with bright headlight.	12/3/04	46.0883598328,-64.7782592773	
4/14/04 19:30	Moncton and surrounding area (Canada)	NB	Triangle	over one hour	Inteligent behaviour(escaping) phenomenal speeds multiple reports	7/25/04	
3/31/04 23:00	Inkerman/Tracadie (Canada)	NB		30 minutes	Flying UFO with tree different lights colors (blue,red,yellow) changing direction faster than anything i had ever seen before!!!	4/9/04	46.5222511292,-66.1928634644	
1/30/04 20:00	Kent County (Canada)	NB	Changing	20 minutes	A bright object ,with multi-colored lights seen in the southern sky,just above the trees,then it rose up and travelled north.	1/31/04	46.6664505005,-64.9341125488	
1/2/04 21:00	Lameque (Canada)	NB	Light	1 hour	FLYING OBJECT  WITH CHANGING LIGHTS  AND  CHANGING COLOR	1/22/04	47.7933998108,-64.650970459	
1/1/04 11:30	Saint-Louis (Canada)	NB	Changing	2min	three dots making circles around  themselves	3/2/04	46.5222511292,-66.1928634644	
8/13/03 22:30	Moncton (Canada)	NB	Diamond	5 min	Hovering objects in sky	8/28/03	46.0883598328,-64.7782592773	
7/28/03 23:00	Woodstock (Canada)	NB	Light	2 hours	lights moving north	8/1/03	46.1502494812,-67.5739517212	
7/14/03 02:00	Saint John (Canada)	NB	Disk	2 minutes	2 feet long disked shape saucer , multiple sightings  500 Lights On Object0: Yes	6/12/07	45.2734184265,-66.0641174316	
2/16/03 20:36	Sackville (Canada)	NB	Light	15 seconds	Single white light that dove downward	3/4/03	45.8996696472,-64.3746414185	
2/9/03 02:10	Indian Mountain (Canada)	NB	Circle	approx. 7 minutes	Smooth, round orange ball moving through the sky and going down into the trees.	3/21/03	46.1591415405,-64.9341430664	
9/15/02 11:00	Fredericton (Canada)	NB	Unknown	3 minutes	low, noiseless hovering object - shape indistinct.	1/27/05	45.9606399536,-66.6391220093	
7/6/02 21:00	Moose Mountain (Canada)	NB	Triangle	5 MIN	NEW BRUNSWICK FARMER	11/2/04	46.6049842834,-67.6464538574	
6/30/02 22:30	Saint John (Canada)	NB	Light	2hrs	it looked like a very fast moving tiny star very high , very high. it did not leave a trail of light it did not land or fade.	7/26/02	45.2734184265,-66.0641174316	
